ensgene,SRR923920,SRR923921,SRR923923,SRR923924,SRR923925,SRR923927,SRR923926,SRR923929,SRR923928,SRR923930,SRR923931,SRR923933,SRR923932
ENSG00000257999,0,4,2,1,0,0,2,0,0,0,8,2,3
ENSG00000258001,0,0,1,0,0,1,2,0,3,0,0,0,1
ENSG00000258007,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000258010,0,0,0,0,0,0,3,0,0,0,0,0,0
ENSG00000258011,3,4,1,1,0,0,1,6,0,0,9,7,4
ENSG00000258012,7,12,18,33,5,3,19,3,0,0,26,3,11
ENSG00000258013,0,0,1,0,1,0,1,0,0,0,0,0,1
ENSG00000258016,23,19,64,31,226,57,300,32,40,39,70,186,157
ENSG00000258017,11451,14082,8142,8937,9469,9732,8901,10626,8919,7621,10173,8380,8210
ENSG00000258018,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000258021,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258024,0,0,0,1,8,0,5,0,0,0,6,7,3
ENSG00000258026,1,1,0,1,0,0,1,0,0,0,2,2,0
ENSG00000258027,10,1,5,4,6,12,4,1,0,4,2,0,1
ENSG00000258028,117,3,0,0,5,22,0,0,0,1,0,0,0
ENSG00000258033,22,0,2,0,12,1,5,1,14,0,22,0,0
ENSG00000258034,56,67,118,50,33,39,63,64,40,166,181,77,20
ENSG00000258035,0,0,0,0,0,0,0,0,13,0,0,0,0
ENSG00000258036,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258038,43,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258039,0,0,0,0,0,0,0,0,0,1,0,0,1
ENSG00000258044,11,10,5,13,10,38,15,2,15,17,17,30,10
ENSG00000258045,3,3,3,3,0,2,0,1,1,0,1,0,4
ENSG00000258048,1,4,7,20,19,0,21,0,4,25,12,15,17
ENSG00000258050,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258051,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258052,63,57,97,124,187,38,190,23,25,18,23,33,46
ENSG00000258053,0,0,1,0,3,12,0,0,3,0,1,1,4
ENSG00000258056,197,328,317,310,296,229,394,222,193,308,282,310,244
ENSG00000258057,244,247,280,310,164,296,240,229,151,176,244,148,152
ENSG00000258064,24,28,52,45,75,34,67,49,27,97,61,62,52
ENSG00000258065,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258066,0,0,0,7,0,0,3,0,0,0,0,0,0
ENSG00000258068,4,2,9,2,0,2,1,5,6,15,11,10,4
ENSG00000258071,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000258072,2,1,0,4,1,0,2,5,0,0,6,3,0
ENSG00000258073,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258074,0,0,0,0,0,0,0,0,0,0,0,0,12
ENSG00000258076,3,7,3,0,5,11,0,0,0,30,0,0,5
ENSG00000258077,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258080,11,0,0,0,0,16,1,0,0,0,5,0,0
ENSG00000258081,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258082,0,5,0,0,0,0,0,0,0,0,3,0,0
ENSG00000258083,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258084,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258086,10,28,56,11,20,6,18,36,24,11,36,17,37
ENSG00000258088,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258090,1,3,3,2,1,0,4,1,1,0,0,4,4
ENSG00000258091,0,0,0,0,2,0,0,0,0,0,1,0,0
ENSG00000258092,1018,654,975,536,810,804,1142,573,463,467,352,393,395
ENSG00000258096,1,0,0,0,0,0,2,1,1,0,0,0,0
ENSG00000258098,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000258099,2,9,16,17,5,2,8,7,4,19,16,6,3
ENSG00000258100,3,0,0,0,0,0,0,0,2,4,0,0,3
ENSG00000258101,10,5,9,20,11,25,8,6,1,0,16,21,5
ENSG00000258102,287,309,376,241,210,267,310,218,290,291,434,205,311
ENSG00000258104,0,1,0,1,5,7,0,1,1,0,5,0,3
ENSG00000258107,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258108,1,0,0,0,0,0,1,4,0,0,1,13,4
ENSG00000258111,0,0,0,1,0,0,1,0,0,0,0,0,1
ENSG00000258112,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258114,0,0,0,0,0,0,1,0,3,0,2,0,0
ENSG00000258115,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258116,1,0,0,0,8,0,1,0,14,0,0,0,0
ENSG00000258117,0,5,0,0,0,0,0,0,7,0,0,0,0
ENSG00000258118,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000258119,1,0,0,0,0,4,0,0,0,0,0,0,0
ENSG00000258120,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258121,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258122,0,0,0,0,0,0,3,2,0,0,0,0,0
ENSG00000258123,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258125,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258128,103,58,3,1,0,229,6,3,15,0,0,0,0
ENSG00000258130,10,34,10,9,29,15,12,23,28,40,67,83,121
ENSG00000258131,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258133,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258134,0,1,0,0,5,0,3,0,3,0,2,0,0
ENSG00000258135,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000258136,42,60,58,42,41,43,57,49,16,50,105,23,58
ENSG00000258137,0,1,38,2,11,6,14,27,4,8,18,20,22
ENSG00000258140,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258142,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258144,5,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000258148,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258150,11,24,2,8,29,12,14,20,23,25,54,59,90
ENSG00000258153,11,10,5,12,14,15,9,1,0,15,3,14,10
ENSG00000258154,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258159,0,0,0,0,0,0,1,2,2,4,0,0,0
ENSG00000258162,2134,7,3,6,69,619,3,63,134,0,29,0,2
ENSG00000258167,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258168,101,88,130,84,120,112,108,104,111,54,121,88,135
ENSG00000258169,15,0,0,0,1,13,0,0,0,6,0,0,2
ENSG00000258170,1,1,0,0,4,0,0,1,0,0,0,3,2
ENSG00000258171,26,6,2,3,3,3,32,4,0,1,2,16,5
ENSG00000258172,0,0,0,0,0,3,0,0,1,0,6,2,3
ENSG00000258173,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258175,0,3,0,0,0,0,0,0,0,7,0,0,0
ENSG00000258177,7,21,10,12,14,28,10,3,18,11,12,11,23
ENSG00000258178,0,0,0,0,0,0,0,2,0,9,0,0,0
ENSG00000258179,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258181,4,17,4,8,2,34,5,7,31,4,9,1,3
ENSG00000258183,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258184,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258185,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258186,18,37,14,37,7,20,12,17,16,11,43,11,7
ENSG00000258193,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258196,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258197,0,0,1,1,0,0,6,0,0,1,0,0,0
ENSG00000258199,283,332,231,292,251,256,228,458,402,224,267,250,339
ENSG00000258202,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258203,0,0,0,1,0,0,0,0,1,4,0,0,0
ENSG00000258204,26,4,5,13,20,27,19,7,10,16,6,23,28
ENSG00000258205,0,0,0,1,0,2,0,0,0,0,0,0,0
ENSG00000258206,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258210,344,433,651,487,643,291,696,450,301,315,468,602,491
ENSG00000258212,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000258214,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258215,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258216,0,0,0,0,0,0,1,0,0,0,4,0,1
ENSG00000258220,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258223,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258224,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258225,0,0,0,0,0,0,0,0,0,0,0,1,5
ENSG00000258227,51,4,2,29,10,25,19,10,9,8,21,0,14
ENSG00000258230,1,3,11,4,3,1,15,5,0,33,5,0,2
ENSG00000258231,0,0,0,9,0,0,0,0,0,0,0,0,0
ENSG00000258232,1486,907,1053,1806,1630,875,1925,654,538,478,802,840,771
ENSG00000258233,1,0,0,0,0,6,2,0,0,9,1,0,0
ENSG00000258234,0,0,1,0,0,0,0,1,0,0,0,0,2
ENSG00000258235,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258239,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258240,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258244,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258245,1,0,0,0,0,0,1,0,0,13,2,0,0
ENSG00000258249,0,0,5,3,0,10,9,0,0,0,0,0,6
ENSG00000258251,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258253,0,0,0,0,0,0,0,0,0,0,16,1,0
ENSG00000258254,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258256,7,7,2,4,5,23,0,2,7,1,6,0,1
ENSG00000258260,14,34,70,19,23,25,23,53,28,30,70,24,30
ENSG00000258262,0,0,0,0,0,0,0,0,0,0,0,0,3
ENSG00000258265,4,15,44,0,10,0,40,1,0,0,2,1,1
ENSG00000258268,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258271,3,1,0,0,0,0,3,0,0,0,0,0,0
ENSG00000258272,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258273,0,0,0,0,0,0,1,0,0,0,1,0,0
ENSG00000258274,34,53,93,33,95,10,51,74,41,40,121,58,90
ENSG00000258275,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258278,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258279,2,0,0,0,8,14,0,5,0,0,0,0,0
ENSG00000258280,0,0,0,0,0,0,2,0,0,0,1,8,1
ENSG00000258282,1,2,0,1,0,1,0,0,0,0,1,0,0
ENSG00000258283,2,0,0,0,0,9,0,0,4,0,0,0,0
ENSG00000258284,2,6,3,2,17,11,4,6,8,4,9,12,6
ENSG00000258285,9,13,5,1,8,0,9,5,2,8,3,3,6
ENSG00000258288,0,0,0,0,0,0,2,0,1,0,1,0,0
ENSG00000258289,1587,1151,1655,1203,1769,1486,1561,1304,1304,1409,1812,1557,1514
ENSG00000258290,0,0,0,0,0,1,0,0,0,0,3,0,0
ENSG00000258292,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000258294,0,0,4,0,0,0,0,3,0,0,1,0,0
ENSG00000258297,432,602,723,692,616,659,446,657,585,661,838,689,575
ENSG00000258300,4,6,7,8,10,4,3,5,2,6,4,2,3
ENSG00000258301,726,986,545,968,672,797,683,955,1066,370,713,551,824
ENSG00000258302,19,34,23,9,9,42,74,22,24,6,22,19,24
ENSG00000258303,0,3,1,4,0,1,2,0,0,0,0,0,0
ENSG00000258304,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258308,1,0,2,0,0,0,1,0,0,0,1,0,5
ENSG00000258311,1449,1379,1247,645,1412,1000,1677,1201,988,799,1277,1194,1430
ENSG00000258312,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258313,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258314,795,183,341,464,740,434,264,37,91,15,57,1,76
ENSG00000258315,2053,1730,1207,1167,1508,2039,1256,1481,1865,1077,1433,1013,1299
ENSG00000258316,32,20,25,12,0,14,17,6,62,46,35,35,5
ENSG00000258317,40,96,93,52,67,76,120,79,38,65,90,97,143
ENSG00000258320,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000258323,2,0,0,0,2,0,0,0,2,0,5,1,0
ENSG00000258324,14,0,0,0,7,4,1,0,0,4,0,0,2
ENSG00000258325,36,38,20,29,105,37,104,28,18,35,42,151,84
ENSG00000258331,2,0,0,0,0,0,1,3,0,0,0,1,0
ENSG00000258332,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258334,5,17,10,6,13,18,7,15,11,1,65,21,45
ENSG00000258336,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258337,5,3,0,5,5,1,4,3,1,0,3,2,4
ENSG00000258338,0,0,0,0,0,0,0,0,0,0,0,0,6
ENSG00000258342,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258343,0,0,9,0,0,0,0,10,0,11,0,2,0
ENSG00000258344,2,0,3,6,0,0,3,3,0,0,9,0,0
ENSG00000258345,2,15,2,8,2,2,8,2,5,3,4,10,12
ENSG00000258346,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258350,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258352,45,47,1,15,9,68,12,31,85,33,51,19,21
ENSG00000258354,9,20,13,19,5,23,17,13,18,20,5,10,20
ENSG00000258355,4,1,4,1,2,0,3,1,4,1,1,0,2
ENSG00000258357,19,20,13,31,74,42,51,21,22,13,27,69,71
ENSG00000258358,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258359,1,16,4,18,6,10,14,23,11,33,19,5,13
ENSG00000258360,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258364,19,2,6,12,21,36,13,2,1,13,16,0,7
ENSG00000258365,83,70,27,23,43,52,33,30,23,41,20,4,21
ENSG00000258366,347,900,669,823,455,406,722,787,508,670,897,732,701
ENSG00000258367,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258368,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258369,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258373,0,0,0,0,0,0,0,0,0,0,0,16,0
ENSG00000258375,5,3,0,0,0,0,0,1,0,0,1,0,1
ENSG00000258376,20,26,43,6,30,36,28,42,33,66,60,50,27
ENSG00000258377,742,430,777,379,750,421,751,381,330,194,460,561,442
ENSG00000258378,34,15,34,43,41,35,28,26,21,39,32,55,27
ENSG00000258379,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258380,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000258381,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258383,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258384,111,173,174,215,236,101,294,231,143,166,218,252,239
ENSG00000258385,0,0,0,0,0,0,0,0,0,3,0,0,0
ENSG00000258386,0,0,0,0,1,1,1,0,3,0,2,2,0
ENSG00000258387,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258388,1865,2204,2145,1820,1622,1874,1963,2854,1719,1961,2543,1989,2235
ENSG00000258390,0,3,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258392,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258393,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258394,0,0,0,0,1,0,0,1,0,0,3,3,0
ENSG00000258397,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258399,49,130,51,39,66,100,72,289,172,51,170,100,191
ENSG00000258400,0,0,2,0,0,0,0,0,0,1,0,0,0
ENSG00000258401,1,5,2,0,0,1,1,3,0,1,0,0,2
ENSG00000258402,4,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000258404,0,0,0,0,5,0,0,0,0,0,1,3,0
ENSG00000258405,11,18,14,0,6,2,12,0,12,16,36,21,18
ENSG00000258406,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258407,5,3,0,4,6,20,5,5,12,1,5,10,9
ENSG00000258408,1,7,0,0,0,0,1,6,13,0,5,0,0
ENSG00000258410,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258411,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000258412,0,3,3,0,4,0,0,2,0,0,1,0,13
ENSG00000258413,0,0,0,2,0,0,0,0,0,0,0,2,0
ENSG00000258414,247,90,287,81,455,151,1008,37,52,7,8,16,162
ENSG00000258415,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258416,1,0,1,0,0,0,3,2,0,0,0,0,0
ENSG00000258417,0,0,0,0,0,1,0,6,0,0,0,0,0
ENSG00000258418,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258419,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258420,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258421,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258422,0,0,0,0,0,0,2,0,0,0,1,0,0
ENSG00000258423,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258424,214,273,390,190,273,240,273,313,259,194,272,282,219
ENSG00000258425,0,26,13,23,1,0,8,15,9,29,35,7,15
ENSG00000258426,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258427,382,297,289,276,335,297,457,343,131,130,306,262,265
ENSG00000258428,30,38,37,35,35,31,31,37,38,27,40,31,45
ENSG00000258429,551,304,443,347,374,355,369,337,255,210,309,284,255
ENSG00000258430,2450,1587,1600,1857,1745,1689,2096,1500,1181,895,1308,1137,1241
ENSG00000258431,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258433,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258435,5,4,2,5,0,0,4,0,4,0,0,11,1
ENSG00000258436,0,0,3,0,0,0,8,0,0,0,0,0,0
ENSG00000258437,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258438,5,0,0,12,1,0,0,0,2,0,0,0,0
ENSG00000258439,0,0,6,0,0,0,0,0,12,0,0,0,0
ENSG00000258440,0,0,0,5,0,0,5,0,0,0,0,0,0
ENSG00000258441,222,211,284,309,219,274,304,414,397,320,542,300,426
ENSG00000258443,1,0,3,1,8,39,6,8,5,16,3,28,13
ENSG00000258444,0,2,1,5,0,0,0,0,0,0,12,0,0
ENSG00000258445,14,4,20,34,29,28,18,32,18,24,41,45,20
ENSG00000258446,0,0,0,0,0,1,2,2,0,0,0,0,0
ENSG00000258448,0,1,6,14,0,0,0,0,1,0,2,8,0
ENSG00000258449,4,8,5,6,2,4,7,5,30,7,6,23,14
ENSG00000258450,0,4,11,3,2,7,2,0,1,17,1,2,2
ENSG00000258451,1264,762,1249,329,657,597,1065,506,418,692,986,458,468
ENSG00000258452,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258453,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258454,2,3,2,0,2,0,1,5,0,13,4,0,5
ENSG00000258455,0,0,3,0,0,0,1,1,4,0,2,1,0
ENSG00000258456,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258457,67,98,86,72,90,75,59,107,91,85,146,99,133
ENSG00000258458,28,19,32,10,33,35,31,32,28,59,55,43,26
ENSG00000258459,2,2,5,0,2,0,12,0,2,0,3,2,3
ENSG00000258460,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258461,501,904,359,699,572,927,493,1674,1037,540,1198,591,886
ENSG00000258462,0,0,0,0,1,0,1,0,1,0,0,0,0
ENSG00000258463,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258464,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258465,912,1385,2279,1780,1795,1025,2092,1508,986,1416,2433,2272,1789
ENSG00000258466,7825,2633,10777,3179,4406,2971,6924,1480,1465,1423,4216,451,1168
ENSG00000258467,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258468,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258469,0,7,0,18,0,0,4,38,43,11,3,8,40
ENSG00000258471,413,566,322,677,418,612,446,998,663,548,570,433,404
ENSG00000258472,232,494,245,607,157,179,213,320,371,258,281,228,225
ENSG00000258473,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000258474,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258476,0,0,0,0,0,0,3,0,0,0,0,0,0
ENSG00000258477,5,14,6,2,6,19,6,3,23,1,2,13,16
ENSG00000258478,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258479,0,2,6,1,2,0,5,19,4,10,7,16,16
ENSG00000258480,1,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000258481,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258482,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258483,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000258484,30,38,263,10,192,18,80,140,45,67,130,47,113
ENSG00000258485,0,6,0,0,0,0,2,9,0,0,0,0,0
ENSG00000258487,3,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000258488,5,3,1,0,1,4,3,2,0,1,3,12,4
ENSG00000258489,1,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000258490,12,3,7,3,16,2,3,4,10,24,3,4,4
ENSG00000258491,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258493,0,1,0,0,0,1,2,0,1,0,2,1,3
ENSG00000258494,2,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000258496,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258497,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258498,409,807,407,209,658,1409,470,2053,1245,377,1153,608,1000
ENSG00000258499,0,9,0,1,2,0,0,0,0,7,2,0,0
ENSG00000258500,12,7,3,0,2,3,4,5,5,1,5,6,3
ENSG00000258501,1,2,2,0,3,1,1,3,1,0,4,0,0
ENSG00000258502,0,0,0,1,0,0,0,0,0,0,0,4,1
ENSG00000258503,0,0,0,0,0,0,0,0,7,0,0,0,0
ENSG00000258504,521,624,672,744,543,500,697,958,518,330,714,619,827
ENSG00000258505,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000258506,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000258507,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258509,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258510,0,0,3,1,2,16,0,0,10,1,14,5,2
ENSG00000258511,0,0,0,0,0,0,0,0,3,0,0,0,0
ENSG00000258512,18,9,0,0,2,0,10,6,4,0,5,0,5
ENSG00000258513,14,0,0,3,6,3,5,7,12,0,4,7,0
ENSG00000258515,16,40,30,27,40,26,47,47,41,52,55,61,71
ENSG00000258516,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258517,0,1,2,0,0,0,2,0,1,0,3,1,0
ENSG00000258519,0,0,0,0,0,0,2,1,0,0,4,0,0
ENSG00000258520,1,4,5,2,3,4,12,10,1,7,15,14,14
ENSG00000258521,14,72,18,17,19,0,15,43,37,8,17,3,15
ENSG00000258524,2,1,13,16,0,0,14,12,4,0,14,5,0
ENSG00000258525,375,259,453,429,898,945,546,863,384,1982,1938,655,1221
ENSG00000258526,0,6,0,2,0,0,1,12,2,0,0,0,2
ENSG00000258527,16,25,0,3,10,0,6,9,1,0,2,27,3
ENSG00000258529,1002,465,718,890,574,749,675,670,473,587,558,586,489
ENSG00000258531,11,16,2,1,3,20,17,17,9,11,1,24,35
ENSG00000258532,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258534,15,9,7,23,13,4,10,13,8,13,14,16,14
ENSG00000258535,1,0,0,0,1,24,2,10,11,4,10,3,1
ENSG00000258536,0,0,0,0,0,0,1,1,8,0,2,3,3
ENSG00000258537,0,0,8,0,19,4,15,29,4,23,96,36,13
ENSG00000258538,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258539,293,493,497,210,289,251,405,335,310,412,613,518,402
ENSG00000258540,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258541,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258542,0,0,0,0,0,0,2,0,0,0,1,0,0
ENSG00000258544,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258545,5,12,21,9,14,20,21,17,15,28,26,28,12
ENSG00000258546,0,0,0,0,8,12,3,0,0,0,1,2,0
ENSG00000258548,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258549,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258550,1,0,0,0,0,0,0,0,0,0,4,0,0
ENSG00000258551,1,1,0,2,0,0,0,0,3,1,0,0,0
ENSG00000258552,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258553,10,1,5,1,8,13,3,0,0,0,0,0,1
ENSG00000258554,16,67,52,52,73,3,75,30,20,21,41,86,96
ENSG00000258555,853,1597,2127,962,714,593,1442,923,963,883,1357,706,746
ENSG00000258556,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258557,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258558,0,0,6,15,3,3,3,9,2,9,2,2,1
ENSG00000258559,43,155,93,92,81,92,85,222,157,137,176,148,164
ENSG00000258560,0,0,0,1,0,0,0,2,0,0,0,0,0
ENSG00000258561,3,6,7,19,5,11,8,4,13,0,6,7,6
ENSG00000258562,0,1,0,0,0,0,3,1,0,0,0,21,0
ENSG00000258563,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258564,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258565,28,15,16,13,45,55,40,48,45,12,23,69,75
ENSG00000258566,0,4,0,0,8,0,0,0,2,0,0,0,0
ENSG00000258567,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258568,20,30,34,20,9,3,15,12,15,6,17,27,7
ENSG00000258569,6,4,2,2,0,1,2,0,1,0,7,9,0
ENSG00000258570,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258571,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258572,0,4,5,0,3,0,5,20,6,0,2,7,0
ENSG00000258573,0,0,2,0,0,0,7,0,0,0,0,0,0
ENSG00000258576,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258577,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258578,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258580,2,0,0,0,7,0,0,8,0,4,0,0,0
ENSG00000258581,10,17,11,10,9,9,15,10,1,4,9,3,3
ENSG00000258582,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258583,3,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000258584,0,0,0,0,0,0,3,0,0,0,1,0,0
ENSG00000258585,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258586,0,1,0,3,0,0,0,0,0,1,0,0,0
ENSG00000258587,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000258588,249,257,351,238,246,439,392,412,248,426,587,581,385
ENSG00000258590,3824,1187,13,96,464,180,1278,23,322,0,0,15,10
ENSG00000258591,8,3,2,5,5,20,2,9,12,43,5,8,2
ENSG00000258592,0,2,0,0,3,0,0,13,0,0,4,0,0
ENSG00000258593,6,4,9,4,2,2,5,13,8,9,2,38,14
ENSG00000258594,0,0,0,0,0,0,0,0,0,0,0,0,0
